layers;activation;solver;lr;epochs;acc;f1
(50, 100, 50);relu;lbfgs;0.2;500;9.93;9.93
(50, 100, 50);relu;lbfgs;0.2;1000;9.93;9.93
(50, 100, 50);relu;adam;0.001;200;9.93;9.93
(50, 100, 50);relu;adam;0.001;300;9.93;9.93
(50, 100, 50);relu;adam;0.001;500;9.93;9.93
(50, 100, 50);relu;adam;0.001;1000;9.95;9.95
(50, 100, 50);relu;adam;0.01;200;9.95;9.95
(50, 100, 50);relu;adam;0.01;300;9.95;9.95
(50, 100, 50);relu;adam;0.01;500;9.95;9.95
(50, 100, 50);relu;adam;0.01;1000;9.95;9.95
(50, 100, 50);relu;adam;0.1;200;9.93;9.93
(50, 100, 50);relu;adam;0.1;300;9.95;9.95
(50, 100, 50);relu;adam;0.1;500;9.95;9.95
(50, 100, 50);relu;adam;0.1;1000;9.95;9.95
(50, 100, 50);relu;adam;0.2;200;9.91;9.91
(50, 100, 50);relu;adam;0.2;300;9.95;9.95
(50, 100, 50);relu;adam;0.2;500;9.93;9.93
(50, 100, 50);relu;adam;0.2;1000;4.38;5.12
(50, 100, 50);relu;sgd;0.001;200;9.93;9.93
(50, 100, 50);relu;sgd;0.001;300;9.93;9.93
(50, 100, 50);relu;sgd;0.001;500;9.93;9.93
(50, 100, 50);relu;sgd;0.001;1000;9.93;9.93
(50, 100, 50);relu;sgd;0.01;200;9.95;9.95
(50, 100, 50);relu;sgd;0.01;300;9.93;9.93
(50, 100, 50);relu;sgd;0.01;500;9.95;9.95
(50, 100, 50);relu;sgd;0.01;1000;9.93;9.93
(50, 100, 50);relu;sgd;0.1;200;9.93;9.93
(50, 100, 50);relu;sgd;0.1;300;9.93;9.93
(50, 100, 50);relu;sgd;0.1;500;9.93;9.93
(50, 100, 50);relu;sgd;0.1;1000;9.93;9.93
(50, 100, 50);relu;sgd;0.2;200;9.95;9.95
(50, 100, 50);relu;sgd;0.2;300;9.93;9.93
(50, 100, 50);relu;sgd;0.2;500;9.91;9.91
(50, 100, 50);relu;sgd;0.2;1000;9.95;9.95
(100, 200, 100);identity;lbfgs;0.001;200;9.95;9.95
(100, 200, 100);identity;lbfgs;0.001;300;9.98;9.98
(100, 200, 100);identity;lbfgs;0.001;500;9.98;9.98
(100, 200, 100);identity;lbfgs;0.001;1000;9.98;9.98
(100, 200, 100);identity;lbfgs;0.01;200;9.98;9.98
(100, 200, 100);identity;lbfgs;0.01;300;9.98;9.98
(100, 200, 100);identity;lbfgs;0.01;500;9.98;9.98
(100, 200, 100);identity;lbfgs;0.01;1000;9.98;9.98
(100, 200, 100);identity;lbfgs;0.1;200;9.98;9.98
(100, 200, 100);identity;lbfgs;0.1;300;9.98;9.98
(100, 200, 100);identity;lbfgs;0.1;500;9.98;9.98
(100, 200, 100);identity;lbfgs;0.1;1000;9.98;9.98
(100, 200, 100);identity;lbfgs;0.2;200;9.98;9.98
(100, 200, 100);identity;lbfgs;0.2;300;9.98;9.98
(100, 200, 100);identity;lbfgs;0.2;500;9.98;9.98
(100, 200, 100);identity;lbfgs;0.2;1000;9.98;9.98
(100, 200, 100);identity;adam;0.001;200;9.95;9.95
(100, 200, 100);identity;adam;0.001;300;9.95;9.95
(100, 200, 100);identity;adam;0.001;500;9.95;9.95
(100, 200, 100);identity;adam;0.001;1000;9.95;9.95
(100, 200, 100);identity;adam;0.01;200;9.82;9.82
(100, 200, 100);identity;adam;0.01;300;9.93;9.93
(100, 200, 100);identity;adam;0.01;500;9.93;9.93
(100, 200, 100);identity;adam;0.01;1000;9.91;9.91
(100, 200, 100);identity;adam;0.1;200;9.64;9.64
(100, 200, 100);identity;adam;0.1;300;7.57;7.95
(100, 200, 100);identity;adam;0.1;500;9.91;9.91
(100, 200, 100);identity;adam;0.1;1000;9.93;9.93
(100, 200, 100);identity;adam;0.2;200;9.91;9.91
(100, 200, 100);identity;adam;0.2;300;9.84;9.84
(100, 200, 100);identity;adam;0.2;500;9.84;9.84
(100, 200, 100);identity;adam;0.2;1000;7.19;7.79
(100, 200, 100);identity;sgd;0.001;200;9.95;9.95
(100, 200, 100);identity;sgd;0.001;300;9.95;9.95
(100, 200, 100);identity;sgd;0.001;500;9.95;9.95
(100, 200, 100);identity;sgd;0.001;1000;9.95;9.95
(100, 200, 100);identity;sgd;0.01;200;9.95;9.95
(100, 200, 100);identity;sgd;0.01;300;9.95;9.95
(100, 200, 100);identity;sgd;0.01;500;9.95;9.95
(100, 200, 100);identity;sgd;0.01;1000;9.95;9.95
(100, 200, 100);identity;sgd;0.1;200;9.95;9.95
(100, 200, 100);identity;sgd;0.1;300;9.98;9.98
(100, 200, 100);identity;sgd;0.1;500;9.93;9.93
(100, 200, 100);logistic;lbfgs;0.001;200;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.001;300;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.001;500;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.001;1000;9.93;9.93
(100, 200, 100);logistic;lbfgs;0.01;200;9.93;9.93
(100, 200, 100);logistic;lbfgs;0.01;300;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.01;500;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.01;1000;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.1;200;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.1;300;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.1;500;9.93;9.93
(100, 200, 100);logistic;lbfgs;0.1;1000;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.2;200;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.2;300;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.2;500;9.95;9.95
(100, 200, 100);logistic;lbfgs;0.2;1000;9.95;9.95
(100, 200, 100);logistic;adam;0.001;200;9.93;9.93
(100, 200, 100);logistic;adam;0.001;300;9.93;9.93
(100, 200, 100);logistic;adam;0.001;500;9.93;9.93
(100, 200, 100);logistic;adam;0.001;1000;9.93;9.93
(100, 200, 100);logistic;adam;0.01;200;9.95;9.95
(100, 200, 100);logistic;adam;0.01;300;9.95;9.95
(100, 200, 100);logistic;adam;0.01;500;9.95;9.95
(100, 200, 100);logistic;adam;0.01;1000;9.93;9.93
(100, 200, 100);logistic;adam;0.1;200;3.54;5.23
(100, 200, 100);logistic;adam;0.1;300;3.54;5.23
(100, 200, 100);logistic;adam;0.1;500;3.17;4.82
(100, 200, 100);logistic;adam;0.1;1000;3.29;4.95
(100, 200, 100);logistic;adam;0.2;200;3.29;4.95
(100, 200, 100);logistic;adam;0.2;300;3.29;4.95
(100, 200, 100);logistic;adam;0.2;500;3.17;4.82
(100, 200, 100);logistic;adam;0.2;1000;3.17;4.82
(100, 200, 100);logistic;sgd;0.001;200;3.17;4.82
(100, 200, 100);logistic;sgd;0.001;300;3.17;4.82
(100, 200, 100);logistic;sgd;0.001;500;3.17;4.82
(100, 200, 100);logistic;sgd;0.001;1000;3.17;4.82
(100, 200, 100);logistic;sgd;0.01;200;3.15;4.78
(100, 200, 100);logistic;sgd;0.01;300;3.17;4.82
(100, 200, 100);logistic;sgd;0.01;500;3.29;4.95
(100, 200, 100);logistic;sgd;0.01;1000;3.17;4.82
(100, 200, 100);logistic;sgd;0.1;200;9.93;9.93
(100, 200, 100);logistic;sgd;0.1;300;3.54;5.23
(100, 200, 100);logistic;sgd;0.1;500;9.93;9.93
(100, 200, 100);logistic;sgd;0.1;1000;9.93;9.93
(100, 200, 100);logistic;sgd;0.2;200;9.93;9.93
(100, 200, 100);logistic;sgd;0.2;300;3.17;4.82
(100, 200, 100);logistic;sgd;0.2;500;3.54;5.23
(100, 200, 100);logistic;sgd;0.2;1000;3.54;5.23
(100, 200, 100);tanh;lbfgs;0.001;200;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.001;300;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.001;500;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.001;1000;9.93;9.93
(100, 200, 100);tanh;lbfgs;0.01;200;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.01;300;9.93;9.93
(100, 200, 100);tanh;lbfgs;0.01;500;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.01;1000;9.93;9.93
(100, 200, 100);tanh;lbfgs;0.1;200;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.1;300;9.93;9.93
(100, 200, 100);tanh;lbfgs;0.1;500;9.93;9.93
(100, 200, 100);tanh;lbfgs;0.1;1000;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.2;200;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.2;300;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.2;500;9.91;9.91
(100, 200, 100);tanh;lbfgs;0.2;1000;9.93;9.93
(100, 200, 100);tanh;adam;0.001;200;9.95;9.95
(100, 200, 100);tanh;adam;0.001;300;9.95;9.95
(100, 200, 100);tanh;adam;0.001;500;9.93;9.93
(100, 200, 100);tanh;adam;0.001;1000;9.95;9.95
(100, 200, 100);tanh;adam;0.01;200;9.95;9.95
(100, 200, 100);tanh;adam;0.01;300;9.95;9.95
(100, 200, 100);tanh;adam;0.01;500;9.95;9.95
(100, 200, 100);tanh;adam;0.01;1000;9.95;9.95
(100, 200, 100);tanh;adam;0.1;200;9.89;9.89
(100, 200, 100);tanh;adam;0.1;300;9.93;9.93
(100, 200, 100);tanh;adam;0.1;500;9.93;9.93
(100, 200, 100);tanh;adam;0.1;1000;9.95;9.95
(100, 200, 100);tanh;adam;0.2;200;9.95;9.95
(100, 200, 100);tanh;adam;0.2;300;9.93;9.93
(100, 200, 100);tanh;adam;0.2;500;9.93;9.93
(100, 200, 100);tanh;adam;0.2;1000;7.57;7.85
(100, 200, 100);tanh;sgd;0.001;200;9.93;9.93
(100, 200, 100);tanh;sgd;0.001;300;9.95;9.95
(100, 200, 100);tanh;sgd;0.001;500;9.95;9.95
(100, 200, 100);tanh;sgd;0.001;1000;9.95;9.95
(100, 200, 100);tanh;sgd;0.01;200;9.93;9.93
(100, 200, 100);tanh;sgd;0.01;300;9.93;9.93
(100, 200, 100);tanh;sgd;0.01;500;9.93;9.93
(100, 200, 100);tanh;sgd;0.01;1000;9.93;9.93
(100, 200, 100);tanh;sgd;0.1;200;9.93;9.93
(100, 200, 100);tanh;sgd;0.1;300;9.93;9.93
(100, 200, 100);tanh;sgd;0.1;500;9.93;9.93
(100, 200, 100);tanh;sgd;0.1;1000;9.93;9.93
(100, 200, 100);tanh;sgd;0.2;200;9.93;9.93
(100, 200, 100);tanh;sgd;0.2;300;9.95;9.95
(100, 200, 100);tanh;sgd;0.2;500;9.93;9.93
(100, 200, 100);tanh;sgd;0.2;1000;9.93;9.93
(100, 200, 100);relu;lbfgs;0.001;200;9.93;9.93
(100, 200, 100);relu;lbfgs;0.001;300;9.91;9.91
(100, 200, 100);relu;lbfgs;0.001;500;9.93;9.93
(100, 200, 100);relu;lbfgs;0.001;1000;9.93;9.93
(100, 200, 100);relu;lbfgs;0.01;200;9.93;9.93
(100, 200, 100);relu;lbfgs;0.01;300;9.93;9.93
(100, 200, 100);relu;lbfgs;0.01;500;9.93;9.93
(100, 200, 100);relu;lbfgs;0.01;1000;9.93;9.93
(100, 200, 100);relu;lbfgs;0.1;200;9.93;9.93
(100, 200, 100);relu;lbfgs;0.1;300;9.93;9.93
(100, 200, 100);relu;lbfgs;0.1;500;9.93;9.93
(100, 200, 100);relu;lbfgs;0.1;1000;9.93;9.93
(100, 200, 100);relu;lbfgs;0.2;200;9.91;9.91
(100, 200, 100);relu;lbfgs;0.2;300;9.93;9.93
(100, 200, 100);relu;lbfgs;0.2;500;9.93;9.93
(100, 200, 100);relu;lbfgs;0.2;1000;9.93;9.93
(100, 200, 100);relu;adam;0.001;200;9.95;9.95
(100, 200, 100);relu;adam;0.001;300;9.93;9.93
(100, 200, 100);relu;adam;0.001;500;9.93;9.93
(100, 200, 100);relu;adam;0.001;1000;9.95;9.95
(100, 200, 100);relu;adam;0.01;200;9.95;9.95
(100, 200, 100);relu;adam;0.01;300;9.93;9.93
(100, 200, 100);relu;adam;0.01;500;9.93;9.93
(100, 200, 100);relu;adam;0.01;1000;9.95;9.95
(100, 200, 100);relu;adam;0.1;200;9.95;9.95
(100, 200, 100);relu;adam;0.1;300;9.93;9.93
(100, 200, 100);relu;adam;0.1;500;9.91;9.91
(100, 200, 100);relu;adam;0.1;1000;9.95;9.95
(100, 200, 100);relu;adam;0.2;200;9.95;9.95
(100, 200, 100);relu;adam;0.2;300;9.91;9.91
(100, 200, 100);relu;adam;0.2;500;9.91;9.91
(100, 200, 100);relu;adam;0.2;1000;9.93;9.93
(100, 200, 100);relu;sgd;0.001;200;9.93;9.93
(100, 200, 100);relu;sgd;0.001;300;9.93;9.93
(100, 200, 100);relu;sgd;0.001;500;9.93;9.93
(100, 200, 100);relu;sgd;0.001;1000;9.93;9.93
(100, 200, 100);relu;sgd;0.01;200;9.95;9.95
(100, 200, 100);relu;sgd;0.01;300;9.93;9.93
(100, 200, 100);relu;sgd;0.01;500;9.93;9.93
(100, 200, 100);relu;sgd;0.01;1000;9.95;9.95
(100, 200, 100);relu;sgd;0.1;200;9.93;9.93
(100, 200, 100);relu;sgd;0.1;300;9.93;9.93
(100, 200, 100);relu;sgd;0.1;500;9.95;9.95
(100, 200, 100);relu;sgd;0.1;1000;9.93;9.93
(100, 200, 100);relu;sgd;0.2;200;9.95;9.95
(100, 200, 100);relu;sgd;0.2;300;9.93;9.93
(100, 200, 100);relu;sgd;0.2;500;9.95;9.95
(100, 200, 100);relu;sgd;0.2;1000;9.93;9.93
(100, 200, 300, 200, 100);identity;lbfgs;0.001;200;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.001;300;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.001;500;9.95;9.95
(100, 200, 300, 200, 100);identity;lbfgs;0.001;1000;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.01;200;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.01;300;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.01;500;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.01;1000;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.1;200;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.1;300;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.1;500;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.1;1000;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.2;200;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.2;300;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.2;500;9.98;9.98
(100, 200, 300, 200, 100);identity;lbfgs;0.2;1000;9.98;9.98
(100, 200, 300, 200, 100);identity;adam;0.001;200;9.95;9.95
(100, 200, 300, 200, 100);identity;adam;0.001;300;9.91;9.91
(100, 200, 300, 200, 100);identity;adam;0.001;500;9.95;9.95
(100, 200, 300, 200, 100);identity;adam;0.001;1000;9.95;9.95
(100, 200, 300, 200, 100);identity;adam;0.01;200;9.93;9.93
(100, 200, 300, 200, 100);identity;adam;0.01;300;9.93;9.93
(100, 200, 300, 200, 100);identity;adam;0.01;500;9.93;9.93
(100, 200, 300, 200, 100);identity;adam;0.01;1000;6.69;7.80
(100, 200, 300, 200, 100);identity;adam;0.1;200;9.98;9.98
(100, 200, 300, 200, 100);identity;adam;0.1;300;6.71;7.96
(100, 200, 300, 200, 100);identity;adam;0.1;500;6.78;7.84
(100, 200, 300, 200, 100);identity;adam;0.1;1000;6.69;7.77
(100, 200, 300, 200, 100);identity;adam;0.2;200;6.78;7.85
(100, 200, 300, 200, 100);identity;adam;0.2;300;9.93;9.93
(100, 200, 300, 200, 100);identity;adam;0.2;500;9.80;9.80
(100, 200, 300, 200, 100);identity;adam;0.2;1000;6.80;7.76
(100, 200, 300, 200, 100);identity;sgd;0.001;200;9.95;9.95
(100, 200, 300, 200, 100);identity;sgd;0.001;300;9.95;9.95
(100, 200, 300, 200, 100);identity;sgd;0.001;500;9.95;9.95
(100, 200, 300, 200, 100);identity;sgd;0.001;1000;9.95;9.95
(100, 200, 300, 200, 100);identity;sgd;0.01;200;9.93;9.93
(100, 200, 300, 200, 100);identity;sgd;0.01;300;9.95;9.95
(100, 200, 300, 200, 100);identity;sgd;0.01;500;9.95;9.95
(100, 200, 300, 200, 100);identity;sgd;0.01;1000;9.95;9.95
(100, 200, 300, 200, 100);logistic;lbfgs;0.001;200;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.001;300;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.001;500;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.001;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.01;200;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.01;300;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.01;500;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.01;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.1;200;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.1;300;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.1;500;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.1;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.2;200;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.2;300;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.2;500;3.17;4.82
(100, 200, 300, 200, 100);logistic;lbfgs;0.2;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;adam;0.001;200;9.95;9.95
(100, 200, 300, 200, 100);logistic;adam;0.001;300;9.93;9.93
(100, 200, 300, 200, 100);logistic;adam;0.001;500;9.95;9.95
(100, 200, 300, 200, 100);logistic;adam;0.001;1000;9.93;9.93
(100, 200, 300, 200, 100);logistic;adam;0.01;200;9.95;9.95
(100, 200, 300, 200, 100);logistic;adam;0.01;300;9.95;9.95
(100, 200, 300, 200, 100);logistic;adam;0.01;500;9.95;9.95
(100, 200, 300, 200, 100);logistic;adam;0.01;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;adam;0.1;200;3.29;4.95
(100, 200, 300, 200, 100);logistic;adam;0.1;300;3.54;5.23
(100, 200, 300, 200, 100);logistic;adam;0.1;500;3.54;5.23
(100, 200, 300, 200, 100);logistic;adam;0.1;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;adam;0.2;200;3.54;5.23
(100, 200, 300, 200, 100);logistic;adam;0.2;300;3.29;4.95
(100, 200, 300, 200, 100);logistic;adam;0.2;500;3.17;4.82
(100, 200, 300, 200, 100);logistic;adam;0.2;1000;3.29;4.95
(100, 200, 300, 200, 100);logistic;sgd;0.001;200;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.001;300;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.001;500;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.001;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.01;200;3.54;5.23
(100, 200, 300, 200, 100);logistic;sgd;0.01;300;3.31;4.95
(100, 200, 300, 200, 100);logistic;sgd;0.01;500;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.01;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.1;200;3.54;5.23
(100, 200, 300, 200, 100);logistic;sgd;0.1;300;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.1;500;3.54;5.23
(100, 200, 300, 200, 100);logistic;sgd;0.1;1000;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.2;200;3.54;5.23
(100, 200, 300, 200, 100);logistic;sgd;0.2;300;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.2;500;3.17;4.82
(100, 200, 300, 200, 100);logistic;sgd;0.2;1000;3.17;4.82
(100, 200, 300, 200, 100);tanh;lbfgs;0.001;200;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.001;300;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.001;500;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.001;1000;9.91;9.91
(100, 200, 300, 200, 100);tanh;lbfgs;0.01;200;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.01;300;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.01;500;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.01;1000;9.91;9.91
(100, 200, 300, 200, 100);tanh;lbfgs;0.1;200;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.1;300;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.1;500;9.91;9.91
(100, 200, 300, 200, 100);tanh;lbfgs;0.1;1000;9.91;9.91
(100, 200, 300, 200, 100);tanh;lbfgs;0.2;200;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.2;300;9.91;9.91
(100, 200, 300, 200, 100);tanh;lbfgs;0.2;500;9.93;9.93
(100, 200, 300, 200, 100);tanh;lbfgs;0.2;1000;9.91;9.91
(100, 200, 300, 200, 100);tanh;adam;0.001;200;9.95;9.95
(100, 200, 300, 200, 100);tanh;adam;0.001;300;9.95;9.95
(100, 200, 300, 200, 100);tanh;adam;0.001;500;9.95;9.95
(100, 200, 300, 200, 100);tanh;adam;0.001;1000;9.91;9.91
(100, 200, 300, 200, 100);tanh;adam;0.01;200;9.95;9.95
(100, 200, 300, 200, 100);tanh;adam;0.01;300;9.93;9.93
(100, 200, 300, 200, 100);tanh;adam;0.01;500;9.95;9.95
(100, 200, 300, 200, 100);tanh;adam;0.01;1000;9.95;9.95
(100, 200, 300, 200, 100);tanh;adam;0.1;200;9.93;9.93
(100, 200, 300, 200, 100);tanh;adam;0.1;300;9.93;9.93
(100, 200, 300, 200, 100);tanh;adam;0.1;500;6.78;7.84
(100, 200, 300, 200, 100);tanh;adam;0.1;1000;3.54;5.23
(100, 200, 300, 200, 100);tanh;adam;0.2;200;3.29;4.95
(100, 200, 300, 200, 100);tanh;adam;0.2;300;9.21;9.22
(100, 200, 300, 200, 100);tanh;adam;0.2;500;3.29;4.95
(100, 200, 300, 200, 100);tanh;adam;0.2;1000;9.91;9.91
(100, 200, 300, 200, 100);tanh;sgd;0.001;200;9.95;9.95
(100, 200, 300, 200, 100);tanh;sgd;0.001;300;9.95;9.95
(100, 200, 300, 200, 100);tanh;sgd;0.001;500;9.95;9.95
(100, 200, 300, 200, 100);tanh;sgd;0.001;1000;9.95;9.95
(100, 200, 300, 200, 100);tanh;sgd;0.01;200;9.93;9.93
(100, 200, 300, 200, 100);tanh;sgd;0.01;300;9.93;9.93
(100, 200, 300, 200, 100);tanh;sgd;0.01;500;9.93;9.93
(100, 200, 300, 200, 100);tanh;sgd;0.01;1000;9.93;9.93
(100, 200, 300, 200, 100);tanh;sgd;0.1;200;9.95;9.95
(100, 200, 300, 200, 100);tanh;sgd;0.1;300;9.95;9.95
(100, 200, 300, 200, 100);tanh;sgd;0.1;500;9.95;9.95
(100, 200, 300, 200, 100);tanh;sgd;0.1;1000;9.95;9.95
(100, 200, 300, 200, 100);tanh;sgd;0.2;200;6.67;7.78
(100, 200, 300, 200, 100);tanh;sgd;0.2;300;6.73;7.80
(100, 200, 300, 200, 100);tanh;sgd;0.2;500;3.54;5.23
(100, 200, 300, 200, 100);tanh;sgd;0.2;1000;9.95;9.95
(100, 200, 300, 200, 100);relu;lbfgs;0.001;200;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.001;300;9.91;9.91
(100, 200, 300, 200, 100);relu;lbfgs;0.001;500;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.001;1000;9.91;9.91
(100, 200, 300, 200, 100);relu;lbfgs;0.01;200;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.01;300;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.01;500;9.91;9.91
(100, 200, 300, 200, 100);relu;lbfgs;0.01;1000;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.1;200;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.1;300;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.1;500;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.1;1000;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.2;200;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.2;300;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.2;500;9.93;9.93
(100, 200, 300, 200, 100);relu;lbfgs;0.2;1000;9.93;9.93
(100, 200, 300, 200, 100);relu;adam;0.001;200;9.93;9.93
(100, 200, 300, 200, 100);relu;adam;0.001;300;9.93;9.93
(100, 200, 300, 200, 100);relu;adam;0.001;500;9.95;9.95
(100, 200, 300, 200, 100);relu;adam;0.001;1000;9.95;9.95
(100, 200, 300, 200, 100);relu;adam;0.01;200;9.93;9.93
(100, 200, 300, 200, 100);relu;adam;0.01;300;9.95;9.95
(100, 200, 300, 200, 100);relu;adam;0.01;500;9.95;9.95
(100, 200, 300, 200, 100);relu;adam;0.01;1000;9.95;9.95
(100, 200, 300, 200, 100);relu;adam;0.1;200;6.42;7.39
(100, 200, 300, 200, 100);relu;adam;0.1;300;9.86;9.86
(100, 200, 300, 200, 100);relu;adam;0.1;500;9.91;9.91
(100, 200, 300, 200, 100);relu;adam;0.1;1000;4.40;5.33
(100, 200, 300, 200, 100);relu;adam;0.2;200;4.44;5.36
(100, 200, 300, 200, 100);relu;adam;0.2;300;4.44;5.36
(100, 200, 300, 200, 100);relu;adam;0.2;500;3.17;4.82
(100, 200, 300, 200, 100);relu;adam;0.2;1000;4.60;5.48
(100, 200, 300, 200, 100);relu;sgd;0.001;200;9.93;9.93
(100, 200, 300, 200, 100);relu;sgd;0.001;300;9.93;9.93
(100, 200, 300, 200, 100);relu;sgd;0.001;500;9.93;9.93
(100, 200, 300, 200, 100);relu;sgd;0.001;1000;9.95;9.95
(100, 200, 300, 200, 100);relu;sgd;0.01;200;9.93;9.93
(100, 200, 300, 200, 100);relu;sgd;0.01;300;9.93;9.93
(100, 200, 300, 200, 100);relu;sgd;0.01;500;9.93;9.93
(100, 200, 300, 200, 100);relu;sgd;0.01;1000;9.95;9.95
(100, 200, 300, 200, 100);relu;sgd;0.1;200;9.95;9.95
(100, 200, 300, 200, 100);relu;sgd;0.1;300;9.95;9.95
(100, 200, 300, 200, 100);relu;sgd;0.1;500;9.93;9.93
(100, 200, 300, 200, 100);relu;sgd;0.1;1000;9.93;9.93
